Site,Proxy,Age,Value
ODP1217_raw,IAR,38.683322,1.067817062
ODP1217_raw,IAR,38.78684,0.444385193
ODP1217_raw,IAR,38.890359,0.210828133
ODP1217_raw,IAR,38.993877,0.82042026
ODP1217_raw,IAR,39.084973,0.558994927
ODP1217_raw,IAR,39.188491,0.434070167
ODP1217_raw,IAR,39.292009,0.739016369
ODP1217_raw,IAR,39.395528,1.469963741
ODP1217_raw,IAR,39.499046,0.933924819
ODP1217_raw,IAR,39.602564,0.819873739
ODP1217_raw,IAR,39.706083,0.136584033
ODP1217_raw,Si,28.76723025,22.44
ODP1217_raw,Si,29.53400226,23.14
ODP1217_raw,Si,30.22888939,22.79
ODP1217_raw,Si,30.9189842,22.44
ODP1217_raw,Si,31.48927088,21.58
ODP1217_raw,Si,32.16019639,23.22
ODP1217_raw,Si,32.72089842,11.93
ODP1217_raw,Si,33.75325085,11.16
ODP1217_raw,Si,34.41560339,20.79
ODP1217_raw,Si,35.04004348,24.79
ODP1217_raw,Si,35.3558,22.95
ODP1217_raw,Si,35.8092,23.6
ODP1217_raw,Si,35.99031298,22.93
ODP1217_raw,Si,36.09874925,23.7
ODP1217_raw,Si,36.29461862,25.38
ODP1217_raw,Si,36.44078979,26.26
ODP1217_raw,Si,36.58696096,23.25
ODP1217_raw,Si,36.74355238,16.01
ODP1217_raw,Si,36.61522072,25.77
ODP1217_raw,Si,37.32911573,22.92
ODP1217_raw,Si,37.69909765,21.43
ODP1217_raw,Si,38.13814286,23.17
ODP1217_raw,Si,38.38,31.16
ODP1217_raw,Si,38.71437754,30.8
ODP1217_raw,Si,39.00629905,30.29
ODP1217_raw,Si,39.32513532,29.51
ODP1217_raw,Si,39.62947903,28.65
ODP1217_raw,Si,39.82409337,31.04
ODP1217_raw,Si,40.32756399,31.75
ODP1217_raw,Si,40.4611474,27.9
ODP1217_raw,Si,40.5947308,27.01
ODP1217_raw,Si,40.7630459,26.69
ODP1217_raw,Si,40.8966293,26.32
ODP1217_raw,Si,40.96074934,28.29
ODP1217_raw,Si,41.13529832,29.29
ODP1217_raw,Si,41.3022973,31.32
ODP1217_raw,Si,41.63395329,29.59
ODP1217_raw,Si,41.8987573,30.5
ODP1217_raw,Si,42.94337781,27.27
ODP1217_raw,Si,43.26864887,31.35
ODP1217_raw,Si,43.56889908,32.45
ODP1217_raw,Si,43.88165972,32.25
ODP1217_raw,Si,44.19442035,29.49
ODP1217_raw,Si,44.50718098,32.79
ODP1217_raw,Si,44.76572977,31.53
ODP1217_raw,Si,52.92878232,3.65
ODP1217_raw,Si,35.33176667,24.54
ODP1217_raw,Si,35.58926667,23.94
ODP1217_raw,Si,36.43689189,30.67
ODP1217_raw,Si,36.58306306,25.35
ODP1217_raw,Si,37.54863834,31.16
ODP1217_raw,Si,37.91862025,29.41
ODP1217_raw,Si,38.28860217,31.33
ODP1217_raw,Si,40.00628552,30.24
ODP1217_raw,Si,40.22960282,31.07
ODP1217_raw,Si,40.36229568,26.36
ODP1217_raw,Si,40.48697352,32.87
ODP1217_raw,Si,40.62055693,30.81
ODP1217_raw,Si,40.75057811,29.3
ODP1217_raw,Si,40.89217652,27.77
ODP1217_raw,Si,41.02397882,28.81
ODP1217_raw,Si,41.16037838,28.1
ODP1217_raw,Si,41.40251043,28.26
ODP1217_raw,Ba,28.76723025,1042
ODP1217_raw,Ba,29.53400226,1121
ODP1217_raw,Ba,30.22888939,868
ODP1217_raw,Ba,30.9189842,832
ODP1217_raw,Ba,31.48927088,822
ODP1217_raw,Ba,32.16019639,2506
ODP1217_raw,Ba,32.72089842,1811
ODP1217_raw,Ba,33.75325085,717
ODP1217_raw,Ba,34.41560339,1859
ODP1217_raw,Ba,35.04004348,1874
ODP1217_raw,Ba,35.3558,2134
ODP1217_raw,Ba,35.8092,2440
ODP1217_raw,Ba,35.99031298,1880
ODP1217_raw,Ba,36.09874925,2793
ODP1217_raw,Ba,36.29461862,2716
ODP1217_raw,Ba,36.44078979,2692
ODP1217_raw,Ba,36.58696096,2590
ODP1217_raw,Ba,36.74355238,3199
ODP1217_raw,Ba,36.61522072,1675
ODP1217_raw,Ba,37.32911573,1768
ODP1217_raw,Ba,37.69909765,1449
ODP1217_raw,Ba,38.13814286,1878
ODP1217_raw,Ba,38.38,1391
ODP1217_raw,Ba,38.71437754,1651
ODP1217_raw,Ba,39.00629905,1191
ODP1217_raw,Ba,39.32513532,1493
ODP1217_raw,Ba,39.62947903,972
ODP1217_raw,Ba,39.82409337,702
ODP1217_raw,Ba,40.32756399,1121
ODP1217_raw,Ba,40.4611474,1355
ODP1217_raw,Ba,40.5947308,1078
ODP1217_raw,Ba,40.7630459,1204
ODP1217_raw,Ba,40.8966293,1161
ODP1217_raw,Ba,40.96074934,1035
ODP1217_raw,Ba,41.13529832,953
ODP1217_raw,Ba,41.3022973,790
ODP1217_raw,Ba,41.63395329,1081
ODP1217_raw,Ba,41.8987573,1103
ODP1217_raw,Ba,42.94337781,1688
ODP1217_raw,Ba,43.26864887,1374
ODP1217_raw,Ba,43.56889908,1031
ODP1217_raw,Ba,43.88165972,1641
ODP1217_raw,Ba,44.19442035,1174
ODP1217_raw,Ba,44.50718098,1319
ODP1217_raw,Ba,44.76572977,1375
ODP1217_raw,Ba,52.92878232,1385
ODP1217_raw,Ba,35.33176667,1072
ODP1217_raw,Ba,35.58926667,3415
ODP1217_raw,Ba,36.43689189,3555
ODP1217_raw,Ba,36.58306306,2660
ODP1217_raw,Ba,37.54863834,1260
ODP1217_raw,Ba,37.91862025,1672
ODP1217_raw,Ba,38.28860217,1272
ODP1217_raw,Ba,40.00628552,800
ODP1217_raw,Ba,40.22960282,919
ODP1217_raw,Ba,40.36229568,373
ODP1217_raw,Ba,40.48697352,1076
ODP1217_raw,Ba,40.62055693,1350
ODP1217_raw,Ba,40.75057811,1323
ODP1217_raw,Ba,40.89217652,1012
ODP1217_raw,Ba,41.02397882,1028
ODP1217_raw,Ba,41.16037838,947
ODP1217_raw,Ba,41.40251043,975
ODP1217_raw,SedMAR,28.76723025,120.9614665
ODP1217_raw,SedMAR,29.53400226,127.8698216
ODP1217_raw,SedMAR,30.22888939,121.9444118
ODP1217_raw,SedMAR,30.9189842,101.4904027
ODP1217_raw,SedMAR,31.48927088,68.72040285
ODP1217_raw,SedMAR,32.16019639,53.22043943
ODP1217_raw,SedMAR,32.72089842,85.8174169
ODP1217_raw,SedMAR,33.75325085,120.8850744
ODP1217_raw,SedMAR,34.41560339,63.36040701
ODP1217_raw,SedMAR,35.04004348,78.34485257
ODP1217_raw,SedMAR,35.3558,130.0305684
ODP1217_raw,SedMAR,35.8092,215.7090869
ODP1217_raw,SedMAR,35.99031298,262.5433073
ODP1217_raw,SedMAR,36.09874925,333.670637
ODP1217_raw,SedMAR,36.29461862,380.6452234
ODP1217_raw,SedMAR,36.44078979,334.0125116
ODP1217_raw,SedMAR,36.58696096,331.5687292
ODP1217_raw,SedMAR,36.74355238,347.7483109
ODP1217_raw,SedMAR,36.61522072,336.3066401
ODP1217_raw,SedMAR,37.32911573,232.0397219
ODP1217_raw,SedMAR,37.69909765,159.180077
ODP1217_raw,SedMAR,38.13814286,126.5737537
ODP1217_raw,SedMAR,38.38,118.9216292
ODP1217_raw,SedMAR,38.71437754,129.5684896
ODP1217_raw,SedMAR,39.00629905,128.5619524
ODP1217_raw,SedMAR,39.32513532,121.7462461
ODP1217_raw,SedMAR,39.62947903,123.1476006
ODP1217_raw,SedMAR,39.82409337,115.9994729
ODP1217_raw,SedMAR,40.32756399,191.3581372
ODP1217_raw,SedMAR,40.4611474,282.568243
ODP1217_raw,SedMAR,40.5947308,301.8338949
ODP1217_raw,SedMAR,40.7630459,276.5145203
ODP1217_raw,SedMAR,40.8966293,290.6448973
ODP1217_raw,SedMAR,40.96074934,297.4274782
ODP1217_raw,SedMAR,41.13529832,283.1264817
ODP1217_raw,SedMAR,41.3022973,163.220518
ODP1217_raw,SedMAR,41.63395329,127.5219076
ODP1217_raw,SedMAR,41.8987573,130.1351
ODP1217_raw,SedMAR,42.94337781,125.1861512
ODP1217_raw,SedMAR,43.26864887,123.2694974
ODP1217_raw,SedMAR,43.56889908,125.1622778
ODP1217_raw,SedMAR,43.88165972,120.4115733
ODP1217_raw,SedMAR,44.19442035,119.4267947
ODP1217_raw,SedMAR,44.50718098,125.137232
ODP1217_raw,SedMAR,44.76572977,128.9814581
ODP1217_raw,SedMAR,52.92878232,589.908
ODP1217_raw,SedMAR,35.33176667,156.832794
ODP1217_raw,SedMAR,35.58926667,156.832794
ODP1217_raw,SedMAR,36.43689189,288.2582924
ODP1217_raw,SedMAR,36.58306306,326.81583
ODP1217_raw,SedMAR,37.54863834,144.9692778
ODP1217_raw,SedMAR,37.91862025,109.4003099
ODP1217_raw,SedMAR,38.28860217,113.6112037
ODP1217_raw,SedMAR,40.00628552,116.7027671
ODP1217_raw,SedMAR,40.22960282,179.8873146
ODP1217_raw,SedMAR,40.36229568,308.3915956
ODP1217_raw,SedMAR,40.48697352,275.5902591
ODP1217_raw,SedMAR,40.62055693,308.3466799
ODP1217_raw,SedMAR,40.75057811,309.9033493
ODP1217_raw,SedMAR,40.89217652,290.1738847
ODP1217_raw,SedMAR,41.02397882,304.1158566
ODP1217_raw,SedMAR,41.16037838,273.0653948
ODP1217_raw,SedMAR,41.40251043,148.6592202
