Sample,AgeID,ObjID,Actual Full ID,Morphotype_Name
ANT63.129.1,41.87562,obj00005,ANT63-129-17H-5W-60-66cm_obj00005,Acrodin Tip Funnel 3/4 Root Flat
ANT63.129.1,41.87562,obj00007,ANT63-129-17H-5W-60-66cm_obj00007,Acrodin Tip Small Cone No Blades Dome Root
ANT63.129.1,41.87562,obj00008,ANT63-129-17H-5W-60-66cm_obj00008,Acrodin Tip Small Cone No Blades Dome Root
ANT63.130.1,42.01617,obj00005,ANT63-130-17H-5W-108-111cm_obj00005,Acrodin Tip Standard Root Small Cone
ANT63.130.1,42.01617,obj00006,ANT63-130-17H-5W-108-111cm_obj00006,Acrodin Tip Standard Root Small Cone
ANT64.131.1,42.16844,obj00022,ANT64-131-17H-6W-10-13cm_obj00022,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root
ANT64.131.1,42.16844,obj00024,ANT64-131-17H-6W-10-13cm_obj00024,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root
ANT64.131.1,42.16844,obj00025,ANT64-131-17H-6W-10-13cm_obj00025,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root
ANT64.131.1,42.16844,obj00026,ANT64-131-17H-6W-10-13cm_obj00026,Acrodin Tip Small Spearhead Pointed Tooth
ANT64.131.1,42.16844,obj00028,ANT64-131-17H-6W-10-13cm_obj00028,Acrodin Tip Standard Root Small Cone
ANT64.132.1,42.31484,obj00024,ANT64-132-17H-6W-60-65cm_obj00024,Acrodin Tip Standard Root Small Cone
ANT64.132.1,42.31484,obj00032,ANT64-132-17H-6W-60-65cm_obj00032,Acrodin Tip Small Cone No Blades Dome Root
ANT65.133.1,42.45539,obj00004,ANT65-133-17H-6W-108-111cm_obj00004,Acrodin Tip Standard Root Small Cone
ANT65.134.1,42.60765,obj00009,ANT65-134-17H-7W-10-13cm_obj00009,Acrodin Tip Standard Root Small Cone
ANT65.134.1,42.60765,obj00011,ANT65-134-17H-7W-10-13cm_obj00011,Acrodin Tip Standard Root Small Cone
ANT66.135.1,42.83312,obj00009,ANT66-135-18H-1W-17-20cm_obj00009,Acrodin Tip Small Cone No Blades Dome Root
ANT66.135.1,42.83312,obj00012,ANT66-135-18H-1W-17-20cm_obj00012,Acrodin Tip Standard Root Small Cone
ANT66.136.1,42.95903,obj00008,ANT66-136-18H-1W-60-63cm_obj00008,Acrodin Tip Standard Root Small Cone
ANT66.136.1,42.95903,obj00009,ANT66-136-18H-1W-60-63cm_obj00009,Acrodin Tip Dome 1/2 Root
ANT67.138.1,43.25184,obj00005,ANT67-138-18H-2W-10-13cm_obj00005,Acrodin Tip Small Spearhead Pointed Tooth
ANT67.138.1,43.25184,obj00007,ANT67-138-18H-2W-10-13cm_obj00007,Acrodin Tip Concave 1/2 Root Thick Blades
ANT67.138.1,43.25184,obj00011,ANT67-138-18H-2W-10-13cm_obj00011,Acrodin Tip Small Cone No Blades Dome Root
ANT67.138.1,43.25184,obj00015,ANT67-138-18H-2W-10-13cm_obj00015,Acrodin Tip Standard Root Small Cone
ANT67.138.1,43.25184,obj00018,ANT67-138-18H-2W-10-13cm_obj00018,Acrodin Tip Concave 1/2 Root Thick Blades
ANT67.138.1,43.25184,obj00019,ANT67-138-18H-2W-10-13cm_obj00019,Acrodin Tip Small Cone No Blades Dome Root
ANT67.138.1,43.25184,obj00021,ANT67-138-18H-2W-10-13cm_obj00021,Acrodin Tip Long Cone No Blades Dome Root
ANT67.138.1,43.25184,obj00029,ANT67-138-18H-2W-10-13cm_obj00029,Acrodin Tip Standard Root Small Cone
