Sample,AgeID,ObjID,ID,Morphotype_Name,A,B,C,D1,D2,E1,E2,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,WID,AR
P035.M25.1.,29.75,obj00054,P035.M25.1.obj00054,Acrodin Tip Small Curved Cone No Blades Dome Root,1,1,1,3,3,2,4,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P035.M25.1.,29.75,obj00055,P035.M25.1.obj00055,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P035.M25.1.,29.75,obj00056,P035.M25.1.obj00056,Acrodin Tip Standard Slight Curve Deep Tooth,1,1,2,4,3,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P035.M25.1.,29.75,obj00057,P035.M25.1.obj00057,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,1,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P035.M25.1.,29.75,obj00058,P035.M25.1.obj00058,Round Acrodin Tip Small Tooth Flared Blades Small Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,2,1,2,2,2,200,99
P035.M25.1.,29.75,obj00059,P035.M25.1.obj00059,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,1,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P035.M25.1.,29.75,obj00060,P035.M25.1.obj00060,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P035.M25.1.,29.75,obj00061,P035.M25.1.obj00061,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,1,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P035.M25.1.,29.75,obj00063,P035.M25.1.obj00063,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P035.M25.1.,29.75,obj00064,P035.M25.1.obj00064,Acrodin Tip Rounded Straight Tiny Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,2,1,2,2,1,1,1,2,2,200,99
P035.M25.1.,29.75,obj00065,P035.M25.1.obj00065,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P035.M25.1.,29.75,obj00066,P035.M25.1.obj00066,Acrodin Tip Small Spearhead Tooth,1,2,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P035.M25.1.,29.75,obj00069,P035.M25.1.obj00069,Round Acrodin Tip Small Tooth Flared Blades Large Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,3,3,3,200,99
P035.M25.1.,29.75,obj00070,P035.M25.1.obj00070,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P035.M25.1.,29.75,obj00071,P035.M25.1.obj00071,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P035.M25.1.,29.75,obj00072,P035.M25.1.obj00072,Acrodin Tip Small Bladed Cone Dome Root,1,1,1,3,3,1,0,1,1,2,1,1,1,2,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P035.M25.1.,29.75,obj00073,P035.M25.1.obj00073,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P035.M25.1.,29.75,obj00075,P035.M25.1.obj00075,Acrodin Tip Dome 1/2 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P035.M25.1.,29.75,obj00076,P035.M25.1.obj00076,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P035.M25.1.,29.75,obj00078,P035.M25.1.obj00078,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P035.M25.1.,29.75,obj00079,P035.M25.1.obj00079,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P035.M25.1.,29.75,obj00080,P035.M25.1.obj00080,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P035.M25.1.,29.75,obj00081,P035.M25.1.obj00081,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P036.M29.1.,30.8,obj00010,P036.M29.1.obj00010,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,1,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P036.M29.1.,30.8,obj00011,P036.M29.1.obj00011,Acrodin Tip Long Tooth Flange Standard Curved Right Triangle,1,2,2,4,1,2,1,4,3,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,200,99
P036.M29.1.,30.8,obj00012,P036.M29.1.obj00012,Acrodin Tip Taper Flared 3/4 Root Curved Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,2,2,1,4,200,99
P036.M29.1.,30.8,obj00016,P036.M29.1.obj00016,Clear Medium Tooth Convex 3/4 Root Helm Base,1,2,2,3,1,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,4,2,4,3,2,1,2,4,200,99
P036.M29.1.,30.8,obj00017,P036.M29.1.obj00017,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P036.M29.1.,30.8,obj00019,P036.M29.1.obj00019,Acrodin Tip Long Cone No Blades Dome Root,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P036.M29.1.,30.8,obj00021,P036.M29.1.obj00021,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P036.M29.1.,30.8,obj00022,P036.M29.1.obj00022,Acrodin Tip Small Tooth Straight 3/4 Root Asymmetrical Blades,1,1,2,2,2,1,0,1,3,2,2,1,1,1,1,0,0,2,2,1,1,2,3,3,1,2,2,2,200,99
P036.M29.1.,30.8,obj00023,P036.M29.1.obj00023,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P036.M29.1.,30.8,obj00024,P036.M29.1.obj00024,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P036.M29.1.,30.8,obj00025,P036.M29.1.obj00025,Acrodin Tip Straight Triangle Tooth No Pulp Cavity,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,0,0,0,0,0,0,200,99
P036.M29.1.,30.8,obj00026,P036.M29.1.obj00026,Acrodin Tip Flared Blades Straight 3/4 Root,1,1,2,3,2,1,0,1,3,2,1,3,1,1,1,0,0,2,2,1,1,2,3,3,1,2,2,2,200,99
P036.M29.1.,30.8,obj00028,P036.M29.1.obj00028,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P036.M29.1.,30.8,obj00029,P036.M29.1.obj00029,Acrodin Tip Funnel 3/4 Root,1,1,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P036.M29.1.,30.8,obj00030,P036.M29.1.obj00030,Acrodin Tip Funnel 3/4 Root,1,2,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P036.M29.1.,30.8,obj00031,P036.M29.1.obj00031,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P036.M29.1.,30.8,obj00033,P036.M29.1.obj00033,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P036.M29.1.,30.8,obj00035,P036.M29.1.obj00035,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P036.M29.1.,30.8,obj00036,P036.M29.1.obj00036,Acrodin Tip Long Cone No Blades Dome Root,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P036.M29.1.,30.8,obj00037,P036.M29.1.obj00037,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P036.M29.1.,30.8,obj00038,P036.M29.1.obj00038,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,1,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P036.M29.1.,30.8,obj00039,P036.M29.1.obj00039,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P036.M29.1.,30.8,obj00041,P036.M29.1.obj00041,Clear Medium Tooth Blunt Tip 3/4 Root Asymmetrical Base,1,2,2,3,1,1,0,1,3,2,1,1,2,1,1,0,0,2,1,4,5,2,4,3,2,1,2,4,200,99
P036.M29.1.,30.8,obj00042,P036.M29.1.obj00042,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P036.M29.1.,30.8,obj00043,P036.M29.1.obj00043,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P036.M29.1.,30.8,obj00044,P036.M29.1.obj00044,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P036.M29.1.,30.8,obj00046,P036.M29.1.obj00046,Round Acrodin Tip Small Tooth Long Dummy Root Flat ,1,1,2,2,1,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P036.M29.1.,30.8,obj00047,P036.M29.1.obj00047,Acrodin Tip Standard Root Small Cone,1,2,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P036.M29.1.,30.8,obj00048,P036.M29.1.obj00048,Acrodin Tip Small One Blade Cone Dome Root,1,2,1,3,3,1,0,1,1,2,3,1,1,2,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P036.M29.1.,30.8,obj00049,P036.M29.1.obj00049,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P036.M29.1.,30.8,obj00050,P036.M29.1.obj00050,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P036.M29.1.,30.8,obj00051,P036.M29.1.obj00051,Acrodin Tip Small Spearhead Tooth,1,2,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P036.M29.1.,30.8,obj00052,P036.M29.1.obj00052,Cloudy Long Cone,1,2,1,4,3,1,0,1,1,1,0,0,0,0,1,0,0,2,1,1,1,1,3,1,5,3,3,3,200,99
P036.M29.1.,30.8,obj00053,P036.M29.1.obj00053,Clear Straight 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P036.M29.1.,30.8,obj00054,P036.M29.1.obj00054,Acrodin Tip Concave 1/2 Root Flared Blades,1,1,2,3,2,1,0,1,3,2,1,3,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P038.M33.1.,32.68,obj00021,P038.M33.1.obj00021,Cloudy Long Tooth Deep Back Slant Extended Base,1,1,3,5,2,3,4,4,2,1,0,0,0,0,1,0,0,2,1,6,1,2,0,0,0,0,0,0,200,99
P038.M33.1.,32.68,obj00030,P038.M33.1.obj00030,Acrodin Tip Dome 3/4 Root Deep Tooth,1,2,3,3,3,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P038.M33.1.,32.68,obj00032,P038.M33.1.obj00032,Acrodin Tip Straight 1/2 Blunt Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,2,1,2,3,2,1,2,2,2,200,99
P038.M33.1.,32.68,obj00036,P038.M33.1.obj00036,Acrodin Tip Funnel 3/4 Root,1,1,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P038.M33.1.,32.68,obj00037,P038.M33.1.obj00037,Acrodin Tip Small Spearhead Pointed Tooth,1,1,3,2,1,1,0,1,3,2,1,1,2,1,1,0,0,1,2,1,1,2,3,3,1,3,2,1,200,99
P038.M33.1.,32.68,obj00038,P038.M33.1.obj00038,Acrodin Tip Small Spearhead Tooth,1,2,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P038.M33.1.,32.68,obj00039,P038.M33.1.obj00039,Acrodin Tip Small Tooth Straight 3/4 Root Asymmetrical Blades,1,1,2,2,2,1,0,1,3,2,2,1,1,1,1,0,0,2,2,1,1,2,3,3,1,2,2,2,200,99
P038.M33.1.,32.68,obj00040,P038.M33.1.obj00040,Acrodin Tip Long Dark Curved Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,4,2,2,2,200,99
P038.M33.1.,32.68,obj00044,P038.M33.1.obj00044,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P038.M33.1.,32.68,obj00045,P038.M33.1.obj00045,Acrodin Tip Long Dark Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P038.M33.1.,32.68,obj00046,P038.M33.1.obj00046,Acrodin Tip Dome 3/4 Root Deep Tooth,1,2,3,3,3,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P038.M33.1.,32.68,obj00050,P038.M33.1.obj00050,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,1,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P038.M33.1.,32.68,obj00053,P038.M33.1.obj00053,Acrodin Tip Straight 3/4 Root Curved Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P038.M33.1.,32.68,obj00054,P038.M33.1.obj00054,Clear Straight 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P038.M33.1.,32.68,obj00055,P038.M33.1.obj00055,Clear Medium Tooth Convex 3/4 Root Helm Base,1,1,2,3,1,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,4,2,4,3,2,1,2,4,200,99
P038.M33.1.,32.68,obj00056,P038.M33.1.obj00056,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P038.M33.1.,32.68,obj00058,P038.M33.1.obj00058,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P038.M33.1.,32.68,obj00059,P038.M33.1.obj00059,Acrodin Tip Dome 1/2 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P038.M33.1.,32.68,obj00060,P038.M33.1.obj00060,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P038.M33.1.,32.68,obj00061,P038.M33.1.obj00061,Acrodin Tip Small Cone Curved Tooth Funnel Root,1,1,1,2,3,1,2,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,4,3,3,3,200,99
P038.M33.1.,32.68,obj00063,P038.M33.1.obj00063,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P038.M33.1.,32.68,obj00068,P038.M33.1.obj00068,Acrodin Tip Long Dark Curved Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,4,2,2,2,200,99
P038.M33.1.,32.68,obj00079,P038.M33.1.obj00079,Clear Straight 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P038.M33.1.,32.68,obj00082,P038.M33.1.obj00082,Acrodin Tip Dome 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P038.M33.1.,32.68,obj00084,P038.M33.1.obj00084,Clear Straight 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P038.M33.1.,32.68,obj00086,P038.M33.1.obj00086,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P038.M33.1.,32.68,obj00087,P038.M33.1.obj00087,Acrodin Tip Flared Blades Straight 3/4 Root,1,1,2,3,2,1,0,1,3,2,1,3,1,1,1,0,0,2,2,1,1,2,3,3,1,2,2,2,200,99
P038.M33.1.,32.68,obj00088,P038.M33.1.obj00088,Acrodin Tip Dome 1/2 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P038.M33.1.,32.68,obj00089,P038.M33.1.obj00089,Acrodin Tip Straight Triangle Tooth No Pulp Cavity,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,0,0,0,0,0,0,200,99
P038.M33.1.,32.68,obj00091,P038.M33.1.obj00091,Acrodin Tip Small Spearhead Tooth,1,2,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P038.M33.1.,32.68,obj00096,P038.M33.1.obj00096,Acrodin Tip Funnel 3/4 Root Flat,1,1,2,2,1,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P038.M33.1.,32.68,obj00102,P038.M33.1.obj00102,Acrodin Tip Dome 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P038.M33.1.,32.68,obj00107,P038.M33.1.obj00107,Clear Straight 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P038.M33.1.,32.68,obj00108,P038.M33.1.obj00108,Acrodin Tip Standard Slight Curve Deep Tooth,1,2,2,4,3,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P038.M33.1.,32.68,obj00109,P038.M33.1.obj00109,Acrodin Tip Small One Blade Cone Dome Root,1,1,1,3,3,1,0,1,1,2,3,1,1,2,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P038.M33.1.,32.68,obj00110,P038.M33.1.obj00110,Acrodin Tip Small One Blade Cone Dome Root,1,1,1,3,3,1,0,1,1,2,3,1,1,2,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P038.M33.1.,32.68,obj00112,P038.M33.1.obj00112,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P038.M33.1.,32.68,obj00113,P038.M33.1.obj00113,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P038.M33.1.,32.68,obj00118,P038.M33.1.obj00118,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P038.M33.1.,32.68,obj00119,P038.M33.1.obj00119,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P040.M37.1.,33.78,obj00016,P040.M37.1.obj00016,Clear Straight 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P040.M37.1.,33.78,obj00017,P040.M37.1.obj00017,Acrodin Tip Small Spearhead Pointed Tooth,1,2,3,2,1,1,0,1,3,2,1,1,2,1,1,0,0,1,2,1,1,2,3,3,1,3,2,1,200,99
P040.M37.1.,33.78,obj00020,P040.M37.1.obj00020,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P040.M37.1.,33.78,obj00024,P040.M37.1.obj00024,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P040.M37.1.,33.78,obj00025,P040.M37.1.obj00025,Acrodin Tip Triangle Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,1,1,2,1,200,99
P040.M37.1.,33.78,obj00028,P040.M37.1.obj00028,Acrodin Tip Long Dark Curved Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,4,2,2,2,200,99
P040.M37.1.,33.78,obj00029,P040.M37.1.obj00029,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P040.M37.1.,33.78,obj00030,P040.M37.1.obj00030,Acrodin Tip Standard Slight Curve,1,2,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P040.M37.1.,33.78,obj00031,P040.M37.1.obj00031,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P040.M37.1.,33.78,obj00032,P040.M37.1.obj00032,Acrodin Tip Small Spearhead Pointed Tooth,1,2,3,2,1,1,0,1,3,2,1,1,2,1,1,0,0,1,2,1,1,2,3,3,1,3,2,1,200,99
P040.M37.1.,33.78,obj00033,P040.M37.1.obj00033,Acrodin Tip Long Dark Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P040.M37.1.,33.78,obj00034,P040.M37.1.obj00034,Clear Straight 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P040.M37.1.,33.78,obj00035,P040.M37.1.obj00035,Acrodin Tip Small Spearhead Curved Tooth,1,2,2,2,1,2,1,4,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P040.M37.1.,33.78,obj00036,P040.M37.1.obj00036,Clear Straight 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P040.M37.1.,33.78,obj00040,P040.M37.1.obj00040,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P040.M37.1.,33.78,obj00041,P040.M37.1.obj00041,Clear Straight 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P040.M37.1.,33.78,obj00042,P040.M37.1.obj00042,Clear Small Tooth Straight 3/4 Root Asymmetrical Blades,1,1,2,2,2,1,0,1,3,2,2,1,1,1,1,0,0,2,1,1,1,2,3,3,1,2,2,2,200,99
P040.M37.1.,33.78,obj00043,P040.M37.1.obj00043,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P040.M37.1.,33.78,obj00044,P040.M37.1.obj00044,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P040.M37.1.,33.78,obj00047,P040.M37.1.obj00047,Straight Many Cusps,1,2,4,1,1,1,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,99
P040.M37.1.,33.78,obj00049,P040.M37.1.obj00049,Acrodin Tip Concave 3/4 Root Flared Blades,1,1,2,3,2,1,0,1,3,2,1,3,2,1,1,0,0,2,2,1,1,2,3,3,2,1,1,2,200,99
P040.M37.1.,33.78,obj00051,P040.M37.1.obj00051,Acrodin Tip Long Cone No Blades Dome Root,1,2,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P040.M37.1.,33.78,obj00052,P040.M37.1.obj00052,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P040.M37.1.,33.78,obj00053,P040.M37.1.obj00053,Acrodin Tip Straight Triangle Tooth No Pulp Cavity,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,0,0,0,0,0,0,200,99
