Sample,AgeID,ObjID,ID,Morphotype_Name,A,B,C,D1,D2,E1,E2,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,WID,AR
P040.M37.1.,33.78,obj00054,P040.M37.1.obj00054,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P040.M37.1.,33.78,obj00055,P040.M37.1.obj00055,Round Acrodin Tip Small Tooth Flared Blades Large Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,3,3,3,200,99
P040.M37.1.,33.78,obj00056,P040.M37.1.obj00056,Acrodin Tip Small Curved Cone No Blades Dome Root,1,1,1,3,3,2,4,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P040.M37.1.,33.78,obj00057,P040.M37.1.obj00057,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P040.M37.1.,33.78,obj00058,P040.M37.1.obj00058,Round Acrodin Tip Small Tooth Long Dummy Root Flat ,1,1,2,2,1,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P040.M37.1.,33.78,obj00059,P040.M37.1.obj00059,Straight Many Cusps,1,2,4,1,1,1,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,99
P040.M37.1.,33.78,obj00060,P040.M37.1.obj00060,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P040.M37.1.,33.78,obj00061,P040.M37.1.obj00061,Round Acrodin Tip Small Tooth Long Dummy Root Flat ,1,1,2,2,1,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P040.M37.1.,33.78,obj00062,P040.M37.1.obj00062,Acrodin Tip Small Spearhead Curved Tooth,1,1,2,2,1,2,1,4,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P040.M37.1.,33.78,obj00068,P040.M37.1.obj00068,Acrodin Tip Small Cone Curved Tooth Funnel Root,1,1,1,2,3,1,2,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,4,3,3,3,200,99
P040.M37.1.,33.78,obj00069,P040.M37.1.obj00069,Acrodin Tip Dome 1/2 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P040.M37.1.,33.78,obj00070,P040.M37.1.obj00070,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P040.M37.1.,33.78,obj00071,P040.M37.1.obj00071,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P043.M43.1.,35.34,obj00025,P043.M43.1.obj00025,Acrodin Tip Long Dark Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P043.M43.1.,35.34,obj00031,P043.M43.1.obj00031,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P043.M43.1.,35.34,obj00032,P043.M43.1.obj00032,Acrodin Tip Beak 1/2 Root Convex Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,2,3,4,200,99
P043.M43.1.,35.34,obj00033,P043.M43.1.obj00033,Acrodin Tip Standard Slight Curve,1,1,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00035,P043.M43.1.obj00035,Acrodin Tip Dome 3/4 Root Deep Tooth,1,2,3,3,3,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P043.M43.1.,35.34,obj00036,P043.M43.1.obj00036,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P043.M43.1.,35.34,obj00037,P043.M43.1.obj00037,Acrodin Tip Beak 1/2 Root Concave Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,2,1,4,200,99
P043.M43.1.,35.34,obj00038,P043.M43.1.obj00038,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P043.M43.1.,35.34,obj00049,P043.M43.1.obj00049,Acrodin Tip Concave 3/4 Root Flared Blades,1,1,2,3,2,1,0,1,3,2,1,3,2,1,1,0,0,2,2,1,1,2,3,3,2,1,1,2,200,99
P043.M43.1.,35.34,obj00050,P043.M43.1.obj00050,Acrodin Tip Standard Slight Curve,1,2,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00051,P043.M43.1.obj00051,Round Clear Tip Flared Blades Dome Root,1,1,2,3,2,1,0,1,3,2,1,3,2,5,1,0,0,3,1,0,0,2,4,1,5,3,3,3,200,99
P043.M43.1.,35.34,obj00054,P043.M43.1.obj00054,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P043.M43.1.,35.34,obj00055,P043.M43.1.obj00055,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P043.M43.1.,35.34,obj00056,P043.M43.1.obj00056,Clear Straight 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P043.M43.1.,35.34,obj00059,P043.M43.1.obj00059,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P043.M43.1.,35.34,obj00061,P043.M43.1.obj00061,Round Acrodin Tip Small Tooth Flared Blades Large Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,3,3,3,200,99
P043.M43.1.,35.34,obj00062,P043.M43.1.obj00062,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P043.M43.1.,35.34,obj00063,P043.M43.1.obj00063,Round Acrodin Tip Small Tooth Flared Blades Small Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00064,P043.M43.1.obj00064,Acrodin Tip Long Cone No Blades Dome Root,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P043.M43.1.,35.34,obj00065,P043.M43.1.obj00065,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P043.M43.1.,35.34,obj00066,P043.M43.1.obj00066,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P043.M43.1.,35.34,obj00071,P043.M43.1.obj00071,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P043.M43.1.,35.34,obj00072,P043.M43.1.obj00072,Acrodin Tip Standard Slight Curve,1,1,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00074,P043.M43.1.obj00074,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P043.M43.1.,35.34,obj00075,P043.M43.1.obj00075,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P043.M43.1.,35.34,obj00077,P043.M43.1.obj00077,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P043.M43.1.,35.34,obj00078,P043.M43.1.obj00078,Acrodin Tip Standard Slight Curve,1,1,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00079,P043.M43.1.obj00079,Round Acrodin Tip Small Tooth Flared Blades Small Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00080,P043.M43.1.obj00080,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,2,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P043.M43.1.,35.34,obj00084,P043.M43.1.obj00084,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P043.M43.1.,35.34,obj00086,P043.M43.1.obj00086,Acrodin Tip Skinny Straight 1/2 Root,1,1,2,4,2,1,0,1,3,2,1,1,1,1,1,0,0,2,2,1,1,2,2,2,1,1,1,1,200,99
P043.M43.1.,35.34,obj00087,P043.M43.1.obj00087,Acrodin Tip Long Dark Curved Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,4,2,2,2,200,99
P043.M43.1.,35.34,obj00088,P043.M43.1.obj00088,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P043.M43.1.,35.34,obj00090,P043.M43.1.obj00090,Round Acrodin Tip Small Tooth Flared Blades Small Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00094,P043.M43.1.obj00094,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P043.M43.1.,35.34,obj00095,P043.M43.1.obj00095,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P043.M43.1.,35.34,obj00097,P043.M43.1.obj00097,Round Acrodin Tip Small Tooth Flared Blades Small Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,2,1,2,2,2,200,99
P043.M43.1.,35.34,obj00106,P043.M43.1.obj00106,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00011,P046.M48.1.obj00011,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P046.M48.1.,36.59,obj00013,P046.M48.1.obj00013,Acrodin Tip Small Spearhead Pointed Tooth,1,2,3,2,1,1,0,1,3,2,1,1,2,1,1,0,0,1,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00015,P046.M48.1.obj00015,Acrodin Tip Standard Slight Curve Deep Tooth,1,1,2,4,3,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P046.M48.1.,36.59,obj00016,P046.M48.1.obj00016,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00017,P046.M48.1.obj00017,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00018,P046.M48.1.obj00018,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00019,P046.M48.1.obj00019,Acrodin Tip Dome 3/4 Root Deep Tooth,1,1,3,3,3,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P046.M48.1.,36.59,obj00023,P046.M48.1.obj00023,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00024,P046.M48.1.obj00024,Acrodin Tip Straight 3/4 Root No Blades,1,1,2,4,2,1,0,1,3,1,0,0,0,0,1,0,0,2,2,1,1,2,3,3,1,2,2,1,200,99
P046.M48.1.,36.59,obj00027,P046.M48.1.obj00027,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P046.M48.1.,36.59,obj00030,P046.M48.1.obj00030,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00031,P046.M48.1.obj00031,Acrodin Tip Funnel 3/4 Root Flat,1,2,2,2,1,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P046.M48.1.,36.59,obj00032,P046.M48.1.obj00032,Acrodin Tip Beak 1/2 Root Concave Base,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,2,1,4,200,99
P046.M48.1.,36.59,obj00033,P046.M48.1.obj00033,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P046.M48.1.,36.59,obj00034,P046.M48.1.obj00034,Acrodin Tip Long Tooth Flange Standard Curved Right Triangle,1,2,2,4,1,2,1,4,3,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,200,99
P046.M48.1.,36.59,obj00035,P046.M48.1.obj00035,Acrodin Tip Beak 1/2 Root Concave Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,2,1,4,200,99
P046.M48.1.,36.59,obj00036,P046.M48.1.obj00036,Acrodin Tip Long Tooth Standard Curved Right Triangle,1,1,2,4,1,2,1,4,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P046.M48.1.,36.59,obj00037,P046.M48.1.obj00037,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P046.M48.1.,36.59,obj00038,P046.M48.1.obj00038,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00039,P046.M48.1.obj00039,Acrodin Tip Funnel 3/4 Root,1,1,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P046.M48.1.,36.59,obj00040,P046.M48.1.obj00040,Acrodin Tip Small Spearhead Curved Tooth,1,1,2,2,1,2,1,4,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00041,P046.M48.1.obj00041,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P046.M48.1.,36.59,obj00042,P046.M48.1.obj00042,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00043,P046.M48.1.obj00043,Acrodin Tip Funnel 3/4 Root,1,1,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P046.M48.1.,36.59,obj00050,P046.M48.1.obj00050,Round Acrodin Tip Small Tooth Flared Blades Small Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,2,1,2,2,2,200,99
P046.M48.1.,36.59,obj00051,P046.M48.1.obj00051,Acrodin Tip Straight 3/4 Root Curved Base Funnel Tooth,1,1,2,4,2,1,0,2,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P046.M48.1.,36.59,obj00052,P046.M48.1.obj00052,Clear Straight 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P046.M48.1.,36.59,obj00053,P046.M48.1.obj00053,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00055,P046.M48.1.obj00055,Acrodin Tip Standard Slight Curve,1,2,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P046.M48.1.,36.59,obj00057,P046.M48.1.obj00057,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P046.M48.1.,36.59,obj00059,P046.M48.1.obj00059,Acrodin Tip Dome 3/4 Root Deep Tooth,1,1,3,3,3,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P046.M48.1.,36.59,obj00060,P046.M48.1.obj00060,Acrodin Tip Funnel 3/4 Root,1,1,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P046.M48.1.,36.59,obj00061,P046.M48.1.obj00061,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00062,P046.M48.1.obj00062,Acrodin Tip Dome 1/2 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00064,P046.M48.1.obj00064,Acrodin Tip Long Dark Curved Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,4,2,2,2,200,99
P046.M48.1.,36.59,obj00065,P046.M48.1.obj00065,Acrodin Tip Small Spearhead Tooth,1,2,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00067,P046.M48.1.obj00067,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P046.M48.1.,36.59,obj00069,P046.M48.1.obj00069,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P046.M48.1.,36.59,obj00071,P046.M48.1.obj00071,Acrodin Tip Standard Slight Curve,1,1,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P046.M48.1.,36.59,obj00072,P046.M48.1.obj00072,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P046.M48.1.,36.59,obj00073,P046.M48.1.obj00073,Acrodin Tip Small Spearhead Tooth,1,1,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P046.M48.1.,36.59,obj00074,P046.M48.1.obj00074,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00075,P046.M48.1.obj00075,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P046.M48.1.,36.59,obj00076,P046.M48.1.obj00076,Clear Small Tooth Straight 3/4 Root Asymmetrical Blades,1,2,2,2,2,1,0,1,3,2,2,1,1,1,1,0,0,2,1,1,1,2,3,3,1,2,2,2,200,99
P046.M48.1.,36.59,obj00077,P046.M48.1.obj00077,Acrodin Tip Beak 1/2 Root Concave Base,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,2,1,4,200,99
P046.M48.1.,36.59,obj00078,P046.M48.1.obj00078,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P046.M48.1.,36.59,obj00080,P046.M48.1.obj00080,Acrodin Tip Long Dark Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P046.M48.1.,36.59,obj00081,P046.M48.1.obj00081,Acrodin Tip Long Tooth Standard Curved Right Triangle,1,1,2,4,1,2,1,4,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P046.M48.1.,36.59,obj00082,P046.M48.1.obj00082,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P046.M48.1.,36.59,obj00083,P046.M48.1.obj00083,Acrodin Tip Funnel 3/4 Root Flat,1,1,2,2,1,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P046.M48.1.,36.59,obj00084,P046.M48.1.obj00084,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P051.M59.1.,39.42,obj00042,P051.M59.1.obj00042,Acrodin Tip Flared Blades Straight 3/4 Root,1,2,2,3,2,1,0,1,3,2,1,3,1,1,1,0,0,2,2,1,1,2,3,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00043,P051.M59.1.obj00043,Acrodin Tip Long Tooth Flange Standard Curved Right Triangle,1,2,2,4,1,2,1,4,3,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,200,99
P051.M59.1.,39.42,obj00044,P051.M59.1.obj00044,Acrodin Tip Flared Blades Straight 3/4 Root,1,2,2,3,2,1,0,1,3,2,1,3,1,1,1,0,0,2,2,1,1,2,3,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00046,P051.M59.1.obj00045,Acrodin Tip Standard Slight Curve,1,2,2,4,1,2,1,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P051.M59.1.,39.42,obj00047,P051.M59.1.obj00046,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00049,P051.M59.1.obj00047,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00050,P051.M59.1.obj00048,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00052,P051.M59.1.obj00049,Acrodin Tip Funnel 3/4 Root Flat,1,2,2,2,1,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P051.M59.1.,39.42,obj00057,P051.M59.1.obj00050,Acrodin Tip Long Dark Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00058,P051.M59.1.obj00051,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00060,P051.M59.1.obj00052,Acrodin Tip Concave 1/2 Root Thick Blades,1,2,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P051.M59.1.,39.42,obj00062,P051.M59.1.obj00053,Round Acrodin Tip Small Tooth Long Dummy Root Flat ,1,1,2,2,1,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P051.M59.1.,39.42,obj00065,P051.M59.1.obj00054,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P051.M59.1.,39.42,obj00069,P051.M59.1.obj00055,Acrodin Tip Small Spearhead Pointed Tooth,1,2,3,2,1,1,0,1,3,2,1,1,2,1,1,0,0,1,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00070,P051.M59.1.obj00056,Acrodin Tip Beak 1/2 Root Concave Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,2,1,4,200,99
P051.M59.1.,39.42,obj00071,P051.M59.1.obj00057,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00074,P051.M59.1.obj00058,Acrodin Tip Funnel 3/4 Root Flat,1,2,2,2,1,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P051.M59.1.,39.42,obj00075,P051.M59.1.obj00059,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P051.M59.1.,39.42,obj00076,P051.M59.1.obj00060,Cloudy Standard Curved Right Triangle,1,1,2,3,1,2,1,4,3,2,1,1,2,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,200,99
P051.M59.1.,39.42,obj00078,P051.M59.1.obj00061,Acrodin Tip Dome 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
